order_id,order_date,customer_id,customer_segment,customer_acquisition_date,customer_country,customer_state,customer_city,customer_zipcode,region,sku,product_category,product_subcategory,product_name,quantity,unit_price,unit_cost,gross_sales,discount_percent,discount_amount,net_sales,total_product_cost,order_profit,marketing_campaign,marketing_channel,marketing_cost_per_click,shipping_mode,shipping_date,delivery_date,actual_shipping_days,shipping_cost,shipping_charge_to_customer,payment_method,customer_satisfaction_score,order_returned
ORD-101281,2025-11-17,CUST-00805,fashion forward,2023-12-13,US,Texas,Austin,78701,South,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.05,3.25,61.75,18.0,43.75,CAMP_SPRING_CLEAN,Influencer,0.6,ECONOMY,2025-11-20,2025-11-27,7,6.5,0.0,PayPal,5.0,0
ORD-100676,2025-04-19,CUST-01169,Tech Enthusiasts,2023-06-06,Canada,British Columbia,Vancouver,V6B 1A1,North,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-04-22,2025-04-26,4,6.5,0.0,PayPal,5.0,0
ORD-105237,2024/07/30,CUST-00505,Home Decorators,2023-02-01,DE,Bavaria,Munich,80331,Europe,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,2,42.0,6.0,84.0,0.0,0.0,84.0,12.0,72.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2024-07-31,2024-08-04,4,8.0,0.0,Credit Card,,0
ORD-101680,2026-02-25,CUST-00085,Budget Conscious,2024-06-05,US,New York,NY,10001,East,SPRT-BOTL-802,Sports & Outdoors,Accessories,HydroShield Insulated Stainless Bottle,1,29.99,7.0,29.99,0.3,9.0,20.99,7.0,13.99,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2026-02-26,2026-03-03,5,6.5,7.8,PayPal,5.0,0
ORD-101001,2025-03-13,CUST-00988,Fashion Forward,2023-09-01,DE,Bavaria,Munich,80331,Europe,ELEC-SMART-101,ELECTRONICS,smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_SPRING_CLEAN,Influencer,0.6,Express,2025-03-15,2025-03-18,3,8.5,0.0,Debit Card,,0
ORD-100190,2024-10-07,CUST-00271,Health & Beauty,2023-09-28,France,Île-de-France,Paris,75001,Europe,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,1,22.0,3.8,22.0,0.2,4.4,17.6,3.8,13.8,CAMP_BLACK_FRIDAY,Paid Search,0.45,Economy,2024-10-09,2024-10-17,8,6.5,0.0,PayPal,4.0,0
ORD-101296,2025/12/29,CUST-00287,Fashion Forward,2024-12-08,Australia,New South Wales,Sydney,2000,APAC,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.0,0.0,120.0,35.0,85.0,NO_CAMP,Organic,0.0,Express,2026-01-01,2026-01-03,2 days,8.5,0.0,Debit Card,4.0,0
ORD-100619,2024-05-28,CUST-00799,Home Decorators,2023-01-16,US,Washington,Seattle,98101,West,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,1,34.99,10.0,34.99,0.0,0.0,34.99,10.0,24.99,CAMP_HOLIDAY_REACH,Social Media,0.35,STANDARD,2024-05-31,2024-06-04,4,6.5,7.8,Credit Card,5.0,0
ORD-102051,2025-08-23,CUST-00978,Tech Enthusiasts,2025-07-11,DE,Bavaria,Munich,80331,Europe,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,CAMP_SUMMER_25,Email,0.05,Standard,2025-08-24,2025-08-28,4,6.5,7.8,Credit Card,4.0,0
ORD-102775,2025-07-08,,Budget Conscious,2025-02-16,US,California,LA,90001,West,ELEC-CHG-404,electronics,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.15,6.0,33.99,12.0,21.99,CAMP_SUMMER_25,Email,0.05,Standard,2025-07-11,2025-07-15,4,6.5,7.8,Credit Card,,0
ORD-101391,2026-01-05,CUST-00322,Home Decorators,2025-05-29,US,California,LA,90001,West,SPRT-TENT-803,Sports & Outdoors,Camping,Outback 4-Person Waterproof Tent,2,179.5,65.0,359.0,0.0,0.0,359.0,130.0,229.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2026-01-06,0000-00-00,4,8.0,0.0,Apple Pay,5.0,0
ORD-101551,2024-10-07,CUST-00441,Tech Enthusiasts,2023-10-09,US,Texas,Houston,77001,South,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.0,0.0,1299.0,750.0,549.0,CAMP_SPRING_CLEAN,Influencer,0.6,Overnight,2024-10-08,2024-10-09,1,11.5,0.0,PayPal,5.0,0
ORD-102967,2024-10-18,CUST-00625,Home Decorators,2025-09-15,US,New York,NY,10001,East,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,2,120.0,35.0,240.0,0.0,0.0,240.0,70.0,170.0,CAMP_SUMMER_25,Email,0.05,Standard,2024-10-21,2024-10-25,4,8.0,0.0,Credit Card,3.0,1
ORD-103605,2024-12-23,CUST-00344,Fashion Forward,2024-09-02,US,California,San Francisco,94101,West,APPA-TSHR-503,Apparel & Clothing,Tops,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.0,0.0,28.0,6.5,21.5,CAMP_SPRING_CLEAN,Influencer,0.6, Standard  ,2024-12-25,2024-12-29,4,6.5,7.8,Credit Card,3.0,1
ORD-100503,2024-08-10,CUST-01169,Tech Enthusiasts,2023-06-06,Canada,British Columbia,Vancouver,V6B 1A1,North,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.0,0.0,35.0,4.5,30.5,CAMP_RETARGET_90,Display,0.15,Express,2024-08-12,2024-08-15,3 days,8.5,10.2,Credit Card,,0
ORD-101186,2024-06-17,CUST-00878,Home Decorators,2023-09-14,Canada,British Columbia,Vancouver,V6B 1A1,North,HOME-MAT-603,Home/Kitchen,Bedding,Orthopedic Memory Foam Pillow,1,49.99,15.0,49.99,0.0,0.0,49.99,15.0,34.99,CAMP_HOLIDAY_REACH,Social Media,0.35,Economy,2024-06-19,2024-06-26,7 days,6.5,0.0,PayPal,5.0,0
ORD-100292,2025-06-07,CUST-01198,General Retail,2024-01-29,Canada,Ontario,Torontoo,,North,ELEC-CHG-404,electronics,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,CAMP_SUMMER_25,Email,0.05,Standard,2025-06-09,2025-06-13,4,6.5,7.8,Credit Card,5.0,0
ORD-100258,2025-01-19,CUST-00776,Tech Enthusiasts,2025-02-20,Canada,Ontario,Torontoo,M5V 1J2,North,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,CAMP_RETARGET_90,Display,0.15,Standard,2025-01-22,2025-01-26,4,6.5,7.8,Credit Card,4.0,0
ORD-105190,2025-02-18,CUST-01193,Budget Conscious,2023-10-21,France,Île-de-France,Paris,75001,Europe,ELEC-EAR-303,ELECTRONICS,Audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.1,14.9,134.1,45.0,89.1,CAMP_RETARGET_90,Display,0.15,Standard,2025-02-21,2025-02-26,5,6.5,0.0,Credit Card,5.0,0
ORD-102532,2025-10-04,CUST-00507,General Retail,2023-01-21,France,Île-de-France,Paris,75001,Europe,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,3,STUCK_VAL,10.0,104.97,0.3,31.49,73.48,30.0,43.48,CAMP_BLACK_FRIDAY,Paid Search,0.45,Express,2025-10-05,2025-10-08,3,11.5,13.8,Credit Card,5.0,0
ORD-102648,2024-05-17,CUST-01175,Home Decorators,2024-07-31,DE,Bavaria,Munich,80331,Europe,SPRT-MAT-801,Sports & Outdoors,Fitness,EcoGrip Non-Slip 6mm Yoga Mat,2,34.99,10.0,69.98,0.0,0.0,69.98,20.0,49.98,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,2024-05-20,2024-05-22,2,10.0,12.0, Debit Card  ,5.0,0
ORD-100316,2025-06-07,CUST-00281,Health & Beauty,2023-06-15,US,Texas,Austin,78701,South,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,1,22.0,3.8,22.0,0.0,0.0,22.0,3.8,18.2,CAMP_SUMMER_25,Email,0.05,Standard,2025-06-10,2025-06-14,4,6.5,7.8,Debit Card,4.0,0
ORD-104355,2025-10-02,,Home Decorators,2023-08-08,US,Washington,Seattle,98101,West,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.0,0.0,65.0,18.0,47.0,CAMP_SUMMER_25,Email,0.05,Standard,2025-10-04,2025-10-08,4,6.5,7.8,Store Credit,3.0,1
ORD-103026,2026-03-24,CUST-00322,Home Decorators,2025-05-29,US,California,LA,90001,West,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.0,0.0,88.0,22.0,66.0,CAMP_RETARGET_90,Display,0.15,standard,2026-03-27,2026-03-31,4,6.5,0.0,PayPal,3.0,1
ORD-102165,2024-11-29,CUST-01194,Home Decorators,2024-10-22,US,California,San Francisco,94101,West,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,2,88.0,22.0,176.0,0.0,0.0,176.0,44.0,132.0,CAMP_SUMMER_25,Email,0.05,Economy,2024-11-30,2024-12-07,7,8.0,0.0,PayPal,4.0,0
ORD-101592,2024-05-28,CUST-00865,Fashion Forward,2023-10-09,US,Florida,Miami,33101,South,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,2,65.0,18.0,130.0,0.0,0.0,130.0,36.0,94.0,NO_CAMP,Organic,0.0,Standard,2024-05-31,2024-06-04,4,8.0,0.0,PayPal,5.0,0
ORD-101427,2025-04-30,CUST-00773,Tech Enthusiasts,2024-04-02,US,New York,NY,10001,East,ELEC-EAR-303,ELECTRONICS,audio,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.0,0.0,149.0,45.0,104.0,NO_CAMP,Organic,0.0,Standard,2025-05-03,2025-05-08,5,6.5,0.0, Store Credit  ,,0
ORD-105066,2025-05-03,CUST-01184,General Retail,2024-04-25,US,California,San Francisco,94101,West,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,1,22.0,3.8,22.0,0.0,0.0,22.0,3.8,18.2,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-05-05,2025-05-09,4,6.5,7.8,Credit Card,4.0,0
ORD-104874,2025-06-16,CUST-00504,Health & Beauty,2023-02-11,UK,England,LON,EC1A 1BB,Europe,HOME-KNIF-604,Home/Kitchen,Cookware,Chef Series 8-Piece Knife Set,1,189.0,60.0,189.0,0.05,9.45,179.55,60.0,119.55,CAMP_SUMMER_25,Email,0.05,Standard,2025-06-19,2025-06-23,4,6.5,0.0,Debit Card,5.0,0
ORD-105013,2024-10-03,CUST-00067,Tech Enthusiasts,2023-11-20,DE,Bavaria,Munich,80331,Europe,SPRT-MAT-801,Sports & Outdoors,fitness,EcoGrip Non-Slip 6mm Yoga Mat,1,34.99,10.0,34.99,0.3,10.5,24.49,10.0,14.49,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2024-10-05,2024-10-09,4,6.5,7.8,Credit Card,5.0,0
ORD-101233,2025-11-06,CUST-00851,Tech Enthusiasts,2025-08-25,US,Washington,Seattle,98101,West,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Economy,2025-11-08,2025-11-16,8,6.5,0.0,PayPal,5.0,0
ORD-103404,2025-07-02,CUST-00496,Budget Conscious,2024-03-07,France,Île-de-France,Paris,75001,Europe,HOME-MAT-603,Home/Kitchen,Bedding,Orthopedic Memory Foam Pillow,1,49.99,15.0,49.99,0.1,5.0,44.99,15.0,29.99,CAMP_RETARGET_90,Display,0.15,Standard,,2025-07-10,5,6.5,7.8,STORE CREDIT,5.0,0
ORD-104626,2025-08-15,CUST-00166,Health & Beauty,2024-04-29,Canada,British Columbia,Vancouver,V6B 1A1,North,BEAU-SHMP-702,Beauty & Personal Care,Haircare,Botanical Renew Strengthening Shampoo,1,22.0,3.8,22.0,0.0,0.0,22.0,3.8,18.2,NO_CAMP,Organic,0.0,Economy,2025-08-18,2025-08-25,7,6.5,0.0,Store Credit,4.0,0
ORD-100563,2026-03-20,CUST-00413,General Retail,2023-04-20,Australia,New South Wales,Sydney,2000,APAC,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,-99,99.0,40.0,99.0,0.0,0.0,99.0,40.0,59.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,2026-03-21,2026-03-25,4,6.5,0.0,PayPal,5.0,0
ORD-101494,2024-12-14,CUST-01143,Home Decorators,2023-06-25,US,Illinois,Chicago,60601,Midwest,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_HOLIDAY_REACH,Social Media,0.35, Express  ,2024-12-16,2024-12-18,2,8.5,0.0,PayPal,4.0,0
ORD-103104,2024-07-13,CUST-00430,Tech Enthusiasts,2025-04-30,US,Florida,Miami,33101,South,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,CAMP_SPRING_CLEAN,Influencer,0.6,Express,2024-07-16,2024-07-19,3,8.5,10.2,Apple Pay,4.0,0
ORD-102061,2026-03-23,CUST-00623,Budget Conscious,2024-05-05,US,Washington,Seattle,98101,West,SPRT-TENT-803,Sports & Outdoors,Camping,Outback 4-Person Waterproof Tent,4,179.5,65.0,718.0,0.0,0.0,718.0,260.0,458.0,CAMP_SUMMER_25,Email,0.05,Overnight,2026-03-25,2026-03-28,3,16.0,0.0,apple pay,,0
ORD-104424,2024-03-30,CUST-00484,Home Decorators,2024-11-09,Canada,British Columbia,Vancouver,V6B 1A1,North,ELEC-SMART-101,ELECTRONICS,smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_SPRING_CLEAN,Influencer,0.6,Express,2024-03-31,2024-04-02,2,8.5,0.0,debit card,5.0,0
ORD-104408,2026-03-04,CUST-00266,Home Decorators,2023-10-06,US,New York,NY,10001,East,HOME-AIRF-601,Home/Kitchen,Appliances,AeroCrisp Digital Air Fryer XL,1,139.99,55.0,139.99,0.0,0.0,139.99,55.0,89.23949999999999,CAMP_SUMMER_25,Email,0.05,Express,2026-03-06,2026-03-08,2,8.5,0.0,PayPal,4.0,0
ORD-101816,2025-12-01,CUST-00841,Tech Enthusiasts,2024-08-20,Australia,New South Wales,Sydney,2000,APAC,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,CAMP_SUMMER_25,Email,0.05,Overnight,,2025-12-06,2,11.5,13.8,Credit Card,4.0,0
ORD-104453,2024/05/28,CUST-01098,Budget Conscious,2025-06-23,US,California,San Francisco,94101,West,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.0,0.0,88.0,22.0,66.0,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2024-05-29,2024-06-02,4,6.5,0.0,PayPal,4.0,0
ORD-101284,2024-07-16,CUST-00420,Health & Beauty,2025-05-18,Australia,New South Wales,Sydney,2000,APAC,SPRT-BOTL-802,Sports & Outdoors,Accessories,HydroShield Insulated Stainless Bottle,1,29.99,7.0,29.99,0.2,6.0,23.99,7.0,16.99,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2024-07-19,2024-07-23,4,6.5,7.8,Apple Pay,4.0,0
ORD-100463,2024-08-13,CUST-00335,Tech Enthusiasts,2024-10-18,US,Illinois,Chicago,60601,Midwest,ELEC-CHG-404,ELECTRONICS,Accessories,Multi-Port Fast Charger 65W,1,39.99,12.0,39.99,0.0,0.0,39.99,12.0,27.99,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2024-08-16,2024-08-21,5 days,6.5,7.8,Credit Card,4.0,0
ORD-101075,2025-03-14,CUST-01029,BUDGET CONSCIOUS,2025-01-08,Canada,Ontario,Torontoo,M5V 1J2,North,HOME-BLND-602,Home/Kitchen,Appliances,Vortex Pro High-Speed Blender,1,99.0,40.0,99.0,0.0,0.0,99.0,40.0,59.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Standard,,2025-03-19,4,6.5,0.0,Credit Card,5.0,0
ORD-101095,2024-08-30,CUST-01025,General Retail,2024-12-19,DE,Bavaria,Munich,,Europe,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,NO_CAMP,Organic,0.0,Economy,2024-08-31,2024-09-07,7,6.5,0.0,Credit Card,5.0,0
ORD-102418,2025-01-29,CUST-00389,Health & Beauty,2024-11-05,US,New York,NY,10001,East,BEAU-SERM-701, Beauty & Personal Care  ,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.3,10.5,24.5,4.5,20.0,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2025-01-30,2025-02-03,4,6.5,7.8,Apple Pay,5.0,0
ORD-103431,2024-05-21,CUST-00059,TECH ENTHUSIASTS,2023-10-04,US,Florida,Miami,33101,South,ELEC-EAR-303,ELECTRONICS, Audio  ,SonicWave Noise-Cancelling Earbuds,1,149.0,45.0,149.0,0.0,0.0,149.0,45.0,104.0,CAMP_SPRING_CLEAN,Influencer,0.6,Express,2024-05-23,2024-05-25,2,8.5,0.0,Credit Card,,0
ORD-100388,2026-02-18,CUST-00735,Budget Conscious,2023-10-22,Australia,New South Wales,Sydney,2000,APAC,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.3,389.7,909.3,750.0,159.3,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2026-02-20,2026-02-24,4,6.5,0.0,credit card,5.0,0
ORD-102366,2024-12-11,CUST-00162,Home Decorators,2023-08-08,US,Washington,Seattle,98101,West,HOME-MAT-603,home & kitchen,Bedding,Orthopedic Memory Foam Pillow,2,49.99,15.0,99.98,0.0,0.0,99.98,30.0,69.98,CAMP_SUMMER_25,Email,0.05,Standard,2024-12-14,2024-12-19,5,8.0,0.0,Credit Card,,0
ORD-105064,2024-05-19,CUST-01096,Budget Conscious,2025-08-22,DE,Bavaria,Munich,,Europe,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.1,129.9,1169.1,750.0,419.1,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2024-05-20,2024-05-25,5,6.5,0.0,Credit Card,,0
ORD-100081,2026-01-26,CUST-00184,Health & Beauty,2023-07-07,US,Florida,Miami,,South,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.0,0.0,120.0,35.0,85.0,CAMP_RETARGET_90,Display,0.15,Standard,2026-01-27,2026-01-31,4,6.5,0.0, PayPal  ,4.0,0
ORD-103191,2025-08-09,CUST-00497,Fashion Forward,2025-05-04,US,Texas,Austin,78701,South,APPA-TSHR-503,Apparel & Clothing, Tops  ,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.0,0.0,28.0,6.5,21.5,NO_CAMP,Organic,0.0,Standard,2025-08-10,2025-08-15,5,6.5,7.8, PayPal  ,5.0,0
ORD-101232,2025-06-24,CUST-00825,Fashion Forward,2023-06-20,US,Washington,Seattle,98101,West,APPA-HOOD-501,Apparel & Clothing,Outerwear,Urban Fleece Streetwear Hoodie,1,65.0,18.0,65.0,0.0,0.0,65.0,18.0,47.0,CAMP_RETARGET_90,Display,0.15,Standard,,2025-06-30,5,6.5,7.8,Credit Card,3.0,1
ORD-101843,2025-06-14,CUST-00628,Home Decorators,2025-04-21,US,California,San Francisco,94101,West,APPA-TSHR-503,Apparel & Clothing,Tops,Organic Cotton Premium T-Shirt,1,28.0,6.5,28.0,0.05,1.4,26.6,6.5,20.1,CAMP_HOLIDAY_REACH,Social Media,0.35, Express  ,2025-06-17,2025-06-19,2,8.5,10.2,Credit Card,,0
ORD-105115,2025-06-23,CUST-00910,Budget Conscious,2024-02-11,UK,England,LON,EC1A 1BB,Europe,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.1,8.8,79.2,22.0,57.2,CAMP_SPRING_CLEAN,Influencer,0.6,Express,2025-06-24,2025-06-27,3,8.5,0.0,PayPal,4.0,0
ORD-100313,2024-02-19,CUST-00524,Health & Beauty,2025-09-08,Australia,New South Wales,Sydney,2000,APAC,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.0,0.0,35.0,4.5,30.5,CAMP_RETARGET_90,Display,0.15,Economy,2024-02-22,2024-03-05,12,6.5,0.0,Credit Card,2.0,1
ORD-102187,2026-01-10,CUST-00066,Fashion Forward,2023-02-02,France,Île-de-France,Paris,75001,Europe,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,2,120.0,35.0,240.0,0.3,72.0,168.0,70.0,98.0,CAMP_BLACK_FRIDAY,Paid Search,0.45,Express,2026-01-11,2026-01-13,2,10.0,0.0,CREDIT CARD,5.0,0
ORD-102498,2024-04-16,CUST-00205,Home Decorators,2023-10-20,US,Washington,Seattle,98101,West,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.3,36.0,84.0,35.0,49.0,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2024-04-17,2024-04-22,5,6.5,0.0,Credit Card,3.0,1
ORD-103976,2024-10-29,CUST-00920,Tech Enthusiasts,2025-04-22,US,Florida,Miami,33101,South,ELEC-SMART-101,ELECTRONICS,Smartphones,Quantum X1 Smartphone,1,799.0,450.0,799.0,0.0,0.0,799.0,450.0,349.0,CAMP_RETARGET_90,Display,0.15,Standard,2024-10-30,2024-11-03,4,6.5,0.0,Debit Card,,0
ORD-102936,2025-05-02,CUST-00920,TECH ENTHUSIASTS,2025-04-22,US,Florida,Miami,33101,South,ELEC-LAP-202,ELECTRONICS,Laptops,Apex Pro 15-inch Laptop,1,1299.0,750.0,1299.0,0.0,0.0,1299.0,750.0,549.0,CAMP_SUMMER_25,Email,0.05,Standard,2025-05-03,2025-05-08,5 days,6.5,0.0,Credit Card,4.0,0
ORD-102963,2024-02-20,CUST-00522,Budget Conscious,2023-11-16,Australia,New South Wales,Sydney,2000,APAC,SPRT-BOTL-802,Sports & Outdoors,ACCESSORIES,HydroShield Insulated Stainless Bottle,2,29.99,7.0,59.98,0.3,17.99,41.99,14.0,27.99,CAMP_BLACK_FRIDAY,Paid Search,0.45,standard,2024-02-23,2024-02-27,4,8.0,9.6,Credit Card,5.0,0
ORD-100857,2026-03-03,CUST-01106,budget conscious,2024-02-29,US,Washington,Seattle,98101,West,HOME-AIRF-601,Home/Kitchen,Appliances,AeroCrisp Digital Air Fryer XL,2,139.99,55.0,279.98,0.2,56.0,223.98,110.0,113.98,CAMP_BLACK_FRIDAY,Paid Search,0.45,Standard,2026-03-05,2026-03-09,4,8.0,0.0,Apple Pay,5.0,0
ORD-101099,2024-07-04,CUST-00212,Home Decorators,2024-08-16,US,California,LA,90001,West,SPRT-BOTL-802,Sports & Outdoors,Accessories,HydroShield Insulated Stainless Bottle,1,29.99,7.0,29.99,0.0,0.0,29.99,7.0,22.99,CAMP_RETARGET_90,Display,0.15,Standard,2024-07-07,2024-07-11,4,6.5,7.8,Debit Card,4.0,0
ORD-102054,2025-03-21,CUST-01009,Budget Conscious,2024-03-12,US,Florida,Miami,,South,BEAU-SERM-701,Beauty & Personal Care,Skincare,HydraGlow Hyaluronic Acid Serum,1,35.0,4.5,35.0,0.0,0.0,35.0,4.5,30.5,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,,2025-03-28,4,6.5,7.8,Credit Card,4.0,0
ORD-103851,2025-10-29,CUST-01026,Fashion Forward,2025-05-23,US,California,San Francisco,94101,West,APPA-SHOE-504,Apparel & Clothing,Footwear,Stratus Aero Running Shoes,1,120.0,35.0,120.0,0.0,0.0,120.0,35.0,85.0,NO_CAMP,Organic,0.0,Standard,2025-10-31,2025-11-04,4,6.5,0.0,Apple Pay,4.0,0
ORD-102236,2025-04-29,CUST-00858,Fashion Forward,2024-05-09,France,Île-de-France,Paris,75001,Europe,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.0,0.0,88.0,22.0,66.0,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,,2025-05-03,3,8.5,0.0,Credit Card,5.0,0
ORD-101896,2025-08-05,CUST-00273,Health & Beauty,2025-07-16,US,Texas,Austin,78701,South,BEAU-SERM-701,BEAUTY & PERSONAL CARE,Skincare,HydraGlow Hyaluronic Acid Serum,3,35.0,4.5,105.0,0.0,0.0,105.0,13.5,91.5,CAMP_SPRING_CLEAN,Influencer,0.6,Standard,2025-08-07,2025-08-11,4,9.5,0.0,PayPal,5.0,0
ORD-100919,2025-03-07,CUST-01043,Budget Conscious,2023-03-29,France,Île-de-France,Paris,,Europe,HOME-AIRF-601,Home/Kitchen,Appliances,AeroCrisp Digital Air Fryer XL,1,139.99,55.0,139.99,0.0,0.0,139.99,55.0,84.99,CAMP_HOLIDAY_REACH,Social Media,0.35,Express,,2024-02-30,3 days,8.5,0.0,Credit Card,,0
ORD-102837,2026-04-16,CUST-00098,Fashion Forward,2023-04-28,UK,Lancashire,Manchester,M1 1AE,Europe,APPA-DENM-502,Apparel & Clothing,Bottoms,Classic Slim-Fit Denim Jeans,1,88.0,22.0,88.0,0.0,0.0,88.0,22.0,66.0,CAMP_RETARGET_90,Display,0.15,Express,2026-04-18,2026-04-20,2,8.5,0.0,Debit Card,5.0,0
ORD-104509,2025-12-12,CUST-00167,Budget Conscious,2025-03-14,US,Texas,Houston,77001,South,SPRT-BOTL-802,sports & outdoors,Accessories,HydroShield Insulated Stainless Bottle,4,29.99,7.0,119.96,0.0,0.0,119.96,28.0,91.96,CAMP_HOLIDAY_REACH,Social Media,0.35,Overnight,,2025-12-15,1,16.0,0.0,PayPal,,0
ORD-100434,2025-12-06,CUST-01062,General Retail,2024-11-03,US,New York,NY,10001,East,BEAU-CREM-703,Beauty & Personal Care,Skincare,Ceramide Barrier Repair Night Cream,1,42.0,6.0,42.0,0.0,0.0,42.0,6.0,36.0,CAMP_HOLIDAY_REACH,Social Media,0.35,STANDARD,2025-12-09,2025-12-13,4,6.5,7.8,PayPal,4.0,0
